ID;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached.on.Time_Y.N;Late_or_ontime;Customer_satisfaction;Customer_segmentation;Weight_category
8660;E;Ship;6;2;269;4;medium;Female;10;1166;0;Ontime;Dissatisfied;Regular;Light weight
8661;A;Ship;4;2;271;5;medium;Male;4;1633;1;Late;Dissatisfied;Regular;Light weight
8662;B;Ship;5;2;239;5;medium;Female;6;1365;1;Late;Dissatisfied;Regular;Light weight
8663;C;Ship;7;5;293;4;low;Female;2;1080;1;Late;Satisfied;Regular;Light weight
8664;E;Ship;4;1;165;5;medium;Female;1;4170;1;Late;Dissatisfied;Regular;Medium weight
8665;D;Ship;3;3;202;4;low;Female;9;4917;0;Ontime;Neutral;Regular;Medium weight
8666;E;Ship;4;4;201;3;low;Female;2;5385;0;Ontime;Satisfied;Occasional;Heavy weight
8667;A;Ship;5;5;161;3;low;Female;5;4702;0;Ontime;Satisfied;Occasional;Medium weight
8668;B;Ship;5;5;193;3;low;Female;3;5037;0;Ontime;Satisfied;Occasional;Heavy weight
8669;C;Ship;3;1;152;3;low;Male;1;4949;1;Late;Dissatisfied;Occasional;Medium weight
8670;E;Ship;4;4;189;2;medium;Male;3;5837;1;Late;Satisfied;Occasional;Heavy weight
8671;D;Ship;3;1;159;3;low;Male;10;4784;1;Late;Dissatisfied;Occasional;Medium weight
8672;E;Ship;5;1;259;3;low;Male;1;5725;0;Ontime;Dissatisfied;Occasional;Heavy weight
8673;A;Ship;3;2;224;3;medium;Male;8;5869;0;Ontime;Dissatisfied;Occasional;Heavy weight
8674;B;Ship;4;4;172;2;medium;Female;3;5538;1;Late;Satisfied;Occasional;Heavy weight
8675;C;Ship;4;5;148;3;medium;Female;5;5216;0;Ontime;Satisfied;Occasional;Heavy weight
8676;E;Ship;4;3;274;3;medium;Female;8;4276;0;Ontime;Neutral;Occasional;Medium weight
8677;D;Ship;3;1;207;4;low;Female;9;5889;0;Ontime;Dissatisfied;Regular;Heavy weight
8678;E;Ship;4;5;159;5;medium;Female;2;5654;1;Late;Satisfied;Regular;Heavy weight
8679;A;Ship;3;1;198;3;low;Male;3;4965;1;Late;Dissatisfied;Occasional;Medium weight
8680;B;Ship;4;5;196;2;medium;Female;3;5505;0;Ontime;Satisfied;Occasional;Heavy weight
8681;C;Ship;5;1;137;2;low;Male;9;4580;1;Late;Dissatisfied;Occasional;Medium weight
8682;E;Ship;3;3;192;3;medium;Male;4;5479;0;Ontime;Neutral;Occasional;Heavy weight
8683;D;Ship;3;4;214;3;low;Female;1;5722;0;Ontime;Satisfied;Occasional;Heavy weight
8684;E;Ship;6;3;267;4;medium;Male;2;5917;1;Late;Neutral;Regular;Heavy weight
8685;A;Ship;3;5;205;3;medium;Female;9;4565;1;Late;Satisfied;Occasional;Medium weight
8686;B;Ship;2;4;102;4;medium;Female;6;5421;0;Ontime;Satisfied;Regular;Heavy weight
8687;C;Ship;3;2;150;2;medium;Male;5;5264;0;Ontime;Dissatisfied;Occasional;Heavy weight
8688;E;Ship;5;1;176;3;low;Male;3;5919;0;Ontime;Dissatisfied;Occasional;Heavy weight
8689;D;Ship;3;3;169;3;high;Male;1;4647;0;Ontime;Neutral;Occasional;Medium weight
8690;E;Ship;4;4;151;3;medium;Female;5;4732;0;Ontime;Satisfied;Occasional;Medium weight
8691;A;Ship;3;5;243;3;low;Male;1;4623;0;Ontime;Satisfied;Occasional;Medium weight
8692;B;Ship;4;2;150;2;low;Female;2;5301;0;Ontime;Dissatisfied;Occasional;Heavy weight
8693;C;Ship;4;3;229;2;low;Male;6;4226;1;Late;Neutral;Occasional;Medium weight
8694;E;Ship;6;2;164;4;low;Male;6;5264;0;Ontime;Dissatisfied;Regular;Heavy weight
8695;D;Ship;3;5;220;3;low;Female;9;5672;1;Late;Satisfied;Occasional;Heavy weight
8696;E;Ship;3;1;187;3;medium;Male;7;4607;0;Ontime;Dissatisfied;Occasional;Medium weight
8697;A;Ship;5;4;255;3;low;Female;1;5775;1;Late;Satisfied;Occasional;Heavy weight
8698;B;Ship;5;4;252;3;medium;Male;2;4162;0;Ontime;Satisfied;Occasional;Medium weight
8699;C;Ship;5;5;242;4;medium;Female;2;5359;0;Ontime;Satisfied;Regular;Heavy weight
8700;E;Ship;3;1;162;3;low;Male;7;5073;0;Ontime;Dissatisfied;Occasional;Heavy weight
8701;D;Ship;3;2;219;3;medium;Male;1;4918;1;Late;Dissatisfied;Occasional;Medium weight
8702;E;Ship;4;2;248;3;low;Male;2;5028;1;Late;Dissatisfied;Occasional;Heavy weight
8703;A;Ship;4;3;228;3;medium;Female;1;5408;1;Late;Neutral;Occasional;Heavy weight
8704;B;Ship;4;4;149;2;medium;Female;2;5881;0;Ontime;Satisfied;Occasional;Heavy weight
8705;C;Ship;3;5;206;3;medium;Female;9;5751;0;Ontime;Satisfied;Occasional;Heavy weight
8706;E;Ship;3;1;204;3;medium;Male;4;4619;1;Late;Dissatisfied;Occasional;Medium weight
8707;D;Ship;5;3;222;4;medium;Male;2;4060;0;Ontime;Neutral;Regular;Medium weight
8708;E;Ship;3;5;248;2;medium;Male;1;4108;1;Late;Satisfied;Occasional;Medium weight
8709;A;Ship;3;3;225;3;medium;Female;7;4961;1;Late;Neutral;Occasional;Medium weight
8710;B;Ship;3;2;244;2;high;Female;9;4142;0;Ontime;Dissatisfied;Occasional;Medium weight
8711;C;Ship;2;3;184;4;medium;Male;3;4719;0;Ontime;Neutral;Regular;Medium weight
8712;E;Ship;4;5;223;3;low;Male;9;5649;1;Late;Satisfied;Occasional;Heavy weight
8713;D;Ship;4;2;133;6;medium;Female;9;4879;0;Ontime;Dissatisfied;Regular;Medium weight
8714;E;Ship;4;3;164;4;medium;Male;1;4257;0;Ontime;Neutral;Regular;Medium weight
8715;A;Ship;3;5;222;4;medium;Female;9;4247;0;Ontime;Satisfied;Regular;Medium weight
8716;B;Ship;2;1;198;2;low;Male;8;4323;0;Ontime;Dissatisfied;Occasional;Medium weight
8717;C;Ship;5;5;198;3;low;Female;5;4754;1;Late;Satisfied;Occasional;Medium weight
8718;E;Ship;5;1;193;6;medium;Female;4;5964;0;Ontime;Dissatisfied;Regular;Heavy weight
8719;D;Ship;5;1;149;3;low;Female;9;5173;1;Late;Dissatisfied;Occasional;Heavy weight
8720;E;Ship;4;4;265;4;medium;Female;6;4607;1;Late;Satisfied;Regular;Medium weight
8721;A;Ship;3;3;187;2;low;Female;7;4859;0;Ontime;Neutral;Occasional;Medium weight
8722;B;Ship;4;5;198;2;medium;Female;9;4108;0;Ontime;Satisfied;Occasional;Medium weight
8723;C;Ship;3;4;177;3;medium;Female;1;4965;0;Ontime;Satisfied;Occasional;Medium weight
8724;E;Ship;5;3;255;4;low;Female;5;5870;0;Ontime;Neutral;Regular;Heavy weight
8725;D;Ship;3;2;141;2;medium;Female;7;5231;0;Ontime;Dissatisfied;Occasional;Heavy weight
8726;E;Ship;3;2;180;2;medium;Female;4;4758;1;Late;Dissatisfied;Occasional;Medium weight
8727;A;Ship;3;4;254;3;high;Male;4;5830;1;Late;Satisfied;Occasional;Heavy weight
8728;B;Ship;2;3;211;2;medium;Male;2;4611;0;Ontime;Neutral;Occasional;Medium weight
8729;C;Ship;3;4;238;2;medium;Male;7;5974;0;Ontime;Satisfied;Occasional;Heavy weight
8730;E;Ship;4;4;239;3;medium;Male;6;5632;0;Ontime;Satisfied;Occasional;Heavy weight
8731;D;Ship;4;3;175;2;medium;Male;3;4961;1;Late;Neutral;Occasional;Medium weight
8732;E;Ship;5;2;238;2;low;Male;5;5703;0;Ontime;Dissatisfied;Occasional;Heavy weight
8733;A;Ship;6;4;268;4;medium;Male;5;4126;1;Late;Satisfied;Regular;Medium weight
8734;B;Ship;4;5;142;2;medium;Male;10;5428;1;Late;Satisfied;Occasional;Heavy weight
8735;C;Ship;3;2;186;2;medium;Male;3;5712;0;Ontime;Dissatisfied;Occasional;Heavy weight
8736;E;Ship;4;3;154;3;medium;Female;4;4867;1;Late;Neutral;Occasional;Medium weight
8737;D;Ship;4;4;229;2;low;Female;9;5672;1;Late;Satisfied;Occasional;Heavy weight
8738;E;Ship;3;4;264;3;low;Male;8;4575;1;Late;Satisfied;Occasional;Medium weight
8739;A;Ship;4;3;196;3;medium;Female;8;5541;0;Ontime;Neutral;Occasional;Heavy weight
8740;B;Ship;5;2;169;2;medium;Male;4;6000;1;Late;Dissatisfied;Occasional;Heavy weight
8741;C;Ship;3;5;168;3;low;Male;8;5877;0;Ontime;Satisfied;Occasional;Heavy weight
8742;E;Road;3;4;226;2;high;Female;8;5793;0;Ontime;Satisfied;Occasional;Heavy weight
8743;D;Road;5;4;189;2;low;Female;4;5575;1;Late;Satisfied;Occasional;Heavy weight
8744;E;Road;4;4;183;2;low;Female;7;4572;1;Late;Satisfied;Occasional;Medium weight
8745;A;Road;3;1;228;2;low;Female;7;4977;0;Ontime;Dissatisfied;Occasional;Medium weight
8746;B;Road;3;2;260;2;low;Male;7;5553;1;Late;Dissatisfied;Occasional;Heavy weight
8747;C;Road;4;2;112;2;medium;Female;8;4599;0;Ontime;Dissatisfied;Occasional;Medium weight
8748;E;Road;5;5;221;3;medium;Male;9;5295;0;Ontime;Satisfied;Occasional;Heavy weight
8749;D;Road;4;5;258;3;low;Male;8;4046;1;Late;Satisfied;Occasional;Medium weight
8750;E;Road;4;2;133;3;medium;Female;5;5950;0;Ontime;Dissatisfied;Occasional;Heavy weight
8751;A;Road;3;1;139;3;low;Female;4;4666;0;Ontime;Dissatisfied;Occasional;Medium weight
8752;B;Road;5;1;251;4;medium;Male;10;5931;0;Ontime;Dissatisfied;Regular;Heavy weight
8753;C;Road;5;1;258;3;high;Male;3;4908;0;Ontime;Dissatisfied;Occasional;Medium weight
8754;E;Road;4;2;229;2;medium;Female;7;4855;1;Late;Dissatisfied;Occasional;Medium weight
8755;D;Road;6;4;220;4;low;Male;5;5465;1;Late;Satisfied;Regular;Heavy weight
8756;E;Road;5;3;160;3;low;Female;10;4416;1;Late;Neutral;Occasional;Medium weight
8757;A;Road;3;1;154;3;medium;Male;4;4631;0;Ontime;Dissatisfied;Occasional;Medium weight
8758;B;Road;5;3;197;5;low;Female;1;5581;0;Ontime;Neutral;Regular;Heavy weight
8759;C;Road;4;4;141;3;low;Male;10;4289;0;Ontime;Satisfied;Occasional;Medium weight
8760;E;Road;3;2;199;2;medium;Female;7;5531;1;Late;Dissatisfied;Occasional;Heavy weight
8761;D;Road;4;3;187;6;low;Female;9;5872;0;Ontime;Neutral;Regular;Heavy weight
8762;E;Road;3;4;136;3;medium;Male;6;4631;0;Ontime;Satisfied;Occasional;Medium weight
8763;A;Road;3;4;232;5;medium;Male;9;5759;0;Ontime;Satisfied;Regular;Heavy weight
8764;B;Flight;3;2;257;2;low;Female;9;5085;1;Late;Dissatisfied;Occasional;Heavy weight
8765;C;Flight;4;1;156;2;medium;Male;4;5225;0;Ontime;Dissatisfied;Occasional;Heavy weight
8766;E;Flight;3;5;179;3;low;Male;2;4913;0;Ontime;Satisfied;Occasional;Medium weight
8767;D;Flight;5;5;182;3;low;Female;9;5388;0;Ontime;Satisfied;Occasional;Heavy weight
8768;E;Flight;4;4;209;6;low;Female;7;4852;0;Ontime;Satisfied;Regular;Medium weight
8769;A;Flight;5;5;137;3;medium;Female;5;4814;0;Ontime;Satisfied;Occasional;Medium weight
8770;B;Flight;5;2;174;5;medium;Male;8;4656;0;Ontime;Dissatisfied;Regular;Medium weight
8771;C;Flight;3;4;251;3;medium;Male;5;5608;1;Late;Satisfied;Occasional;Heavy weight
8772;E;Flight;5;4;220;2;medium;Male;8;5073;0;Ontime;Satisfied;Occasional;Heavy weight
8773;D;Flight;3;3;196;4;low;Female;9;5631;1;Late;Neutral;Regular;Heavy weight
8774;E;Flight;3;1;162;3;medium;Female;10;5726;0;Ontime;Dissatisfied;Occasional;Heavy weight
8775;A;Flight;4;2;242;2;medium;Female;8;5243;1;Late;Dissatisfied;Occasional;Heavy weight
8776;B;Flight;4;3;226;3;medium;Male;10;5305;0;Ontime;Neutral;Occasional;Heavy weight
8777;C;Flight;3;1;101;3;medium;Male;7;4275;1;Late;Dissatisfied;Occasional;Medium weight
8778;E;Flight;5;2;226;3;medium;Female;1;5451;0;Ontime;Dissatisfied;Occasional;Heavy weight
8779;D;Flight;5;3;280;6;high;Male;5;4585;0;Ontime;Neutral;Regular;Medium weight
8780;E;Flight;4;2;257;2;high;Male;3;4108;1;Late;Dissatisfied;Occasional;Medium weight
8781;A;Flight;5;5;185;5;low;Male;5;4078;0;Ontime;Satisfied;Regular;Medium weight
8782;B;Flight;3;2;199;3;low;Female;8;5431;0;Ontime;Dissatisfied;Occasional;Heavy weight
8783;C;Flight;3;2;273;3;high;Male;8;5754;1;Late;Dissatisfied;Occasional;Heavy weight
8784;E;Flight;4;5;229;4;medium;Female;6;4157;0;Ontime;Satisfied;Regular;Medium weight
8785;D;Flight;3;3;199;3;medium;Female;1;4006;1;Late;Neutral;Occasional;Medium weight
8786;E;Ship;3;1;151;3;low;Female;7;4072;0;Ontime;Dissatisfied;Occasional;Medium weight
8787;A;Ship;5;1;213;2;high;Female;10;5607;1;Late;Dissatisfied;Occasional;Heavy weight
8788;B;Ship;3;4;151;3;medium;Female;3;4938;0;Ontime;Satisfied;Occasional;Medium weight
8789;C;Ship;4;2;212;3;low;Male;5;5413;0;Ontime;Dissatisfied;Occasional;Heavy weight
8790;E;Ship;4;3;175;3;low;Female;9;4840;1;Late;Neutral;Occasional;Medium weight
8791;D;Ship;3;3;182;4;low;Female;2;4746;1;Late;Neutral;Regular;Medium weight
8792;E;Ship;5;2;211;2;medium;Female;2;5077;0;Ontime;Dissatisfied;Occasional;Heavy weight
8793;A;Ship;3;1;160;3;medium;Female;5;5524;0;Ontime;Dissatisfied;Occasional;Heavy weight
8794;B;Ship;3;5;268;2;medium;Female;10;5895;0;Ontime;Satisfied;Occasional;Heavy weight
8795;C;Ship;3;5;188;4;medium;Male;3;4033;0;Ontime;Satisfied;Regular;Medium weight
8796;E;Ship;3;2;234;3;medium;Male;5;4757;1;Late;Dissatisfied;Occasional;Medium weight
8797;D;Ship;5;1;151;4;low;Male;5;4549;0;Ontime;Dissatisfied;Regular;Medium weight
8798;E;Ship;3;3;150;2;medium;Male;9;4100;0;Ontime;Neutral;Occasional;Medium weight
8799;A;Ship;3;5;268;3;low;Female;6;4172;1;Late;Satisfied;Occasional;Medium weight
8800;B;Ship;2;4;248;3;low;Female;7;4142;0;Ontime;Satisfied;Occasional;Medium weight
8801;C;Ship;3;3;232;2;medium;Female;8;5544;1;Late;Neutral;Occasional;Heavy weight
8802;E;Ship;5;2;164;3;medium;Female;6;4302;0;Ontime;Dissatisfied;Occasional;Medium weight
8803;D;Ship;3;3;211;3;medium;Male;3;5379;1;Late;Neutral;Occasional;Heavy weight
8804;E;Ship;3;5;195;2;medium;Female;9;5832;0;Ontime;Satisfied;Occasional;Heavy weight
8805;A;Ship;4;5;208;2;low;Female;4;5831;0;Ontime;Satisfied;Occasional;Heavy weight
8806;B;Ship;3;1;176;2;medium;Female;4;5726;0;Ontime;Dissatisfied;Occasional;Heavy weight
8807;C;Ship;5;2;258;3;medium;Female;8;4921;0;Ontime;Dissatisfied;Occasional;Medium weight
8808;E;Ship;4;4;224;3;medium;Female;1;4231;0;Ontime;Satisfied;Occasional;Medium weight
8809;D;Ship;4;4;263;3;medium;Male;1;5283;1;Late;Satisfied;Occasional;Heavy weight
8810;E;Ship;3;1;203;10;medium;Female;7;5917;1;Late;Dissatisfied;Loyal;Heavy weight
8811;A;Ship;4;4;266;7;medium;Female;10;5901;0;Ontime;Satisfied;Loyal;Heavy weight
8812;B;Ship;6;1;189;3;medium;Female;9;5316;0;Ontime;Dissatisfied;Occasional;Heavy weight
8813;C;Ship;3;1;242;8;medium;Female;8;5401;0;Ontime;Dissatisfied;Loyal;Heavy weight
8814;E;Ship;4;2;265;4;medium;Female;3;4120;1;Late;Dissatisfied;Regular;Medium weight
8815;D;Ship;3;2;138;10;low;Male;1;5721;1;Late;Dissatisfied;Loyal;Heavy weight
8816;E;Ship;4;4;268;3;low;Female;9;4118;1;Late;Satisfied;Occasional;Medium weight
8817;A;Ship;4;3;211;7;high;Male;9;5652;1;Late;Neutral;Loyal;Heavy weight
8818;B;Ship;6;3;137;8;low;Female;6;5992;1;Late;Neutral;Loyal;Heavy weight
8819;C;Ship;4;5;234;5;low;Female;2;1087;1;Late;Satisfied;Regular;Light weight
8820;E;Ship;5;4;242;5;low;Male;1;1571;1;Late;Satisfied;Regular;Light weight
8821;D;Ship;7;2;307;4;low;Male;8;1551;0;Ontime;Dissatisfied;Regular;Light weight
8822;E;Ship;6;1;260;4;low;Female;6;1766;0;Ontime;Dissatisfied;Regular;Light weight
8823;A;Ship;4;4;239;5;low;Female;6;1239;0;Ontime;Satisfied;Regular;Light weight
8824;B;Ship;6;2;305;4;low;Female;9;1567;0;Ontime;Dissatisfied;Regular;Light weight
8825;C;Ship;5;2;254;6;low;Male;5;1885;0;Ontime;Dissatisfied;Regular;Light weight
8826;E;Ship;2;1;258;5;low;Male;10;1221;1;Late;Dissatisfied;Regular;Light weight
8827;D;Ship;5;3;267;6;low;Female;8;1421;1;Late;Neutral;Regular;Light weight
8828;E;Ship;4;3;246;5;low;Male;7;1134;0;Ontime;Neutral;Regular;Light weight
8829;A;Ship;4;3;246;5;low;Female;1;1673;1;Late;Neutral;Regular;Light weight
8830;B;Ship;4;4;261;5;medium;Female;2;1690;1;Late;Satisfied;Regular;Light weight
8831;C;Ship;5;5;239;5;low;Male;6;1887;1;Late;Satisfied;Regular;Light weight
8832;E;Ship;5;5;245;5;low;Male;5;1381;1;Late;Satisfied;Regular;Light weight
8833;D;Ship;5;1;237;5;medium;Female;8;1150;1;Late;Dissatisfied;Regular;Light weight
8834;E;Ship;7;3;307;4;low;Female;1;1589;1;Late;Neutral;Regular;Light weight
8835;A;Ship;5;4;252;5;low;Male;2;1847;1;Late;Satisfied;Regular;Light weight
8836;B;Ship;5;2;225;5;low;Male;5;1015;0;Ontime;Dissatisfied;Regular;Light weight
8837;C;Ship;6;4;258;4;low;Male;9;1104;0;Ontime;Satisfied;Regular;Light weight
8838;E;Ship;7;5;254;4;medium;Female;6;1491;1;Late;Satisfied;Regular;Light weight
8839;D;Ship;5;1;232;5;low;Male;6;1427;0;Ontime;Dissatisfied;Regular;Light weight
8840;E;Ship;7;1;255;4;medium;Female;8;1088;1;Late;Dissatisfied;Regular;Light weight
8841;A;Ship;5;3;235;5;low;Male;4;1990;0;Ontime;Neutral;Regular;Light weight
8842;B;Ship;7;1;269;4;medium;Male;4;1118;1;Late;Dissatisfied;Regular;Light weight
8843;C;Ship;3;1;211;3;medium;Male;1;4889;1;Late;Dissatisfied;Occasional;Medium weight
8844;E;Ship;3;4;195;2;medium;Female;10;4031;0;Ontime;Satisfied;Occasional;Medium weight
8845;D;Ship;4;5;208;2;low;Male;1;4039;0;Ontime;Satisfied;Occasional;Medium weight
8846;E;Ship;3;5;176;2;medium;Female;8;5597;1;Late;Satisfied;Occasional;Heavy weight
8847;A;Ship;5;1;258;3;medium;Female;8;5694;0;Ontime;Dissatisfied;Occasional;Heavy weight
8848;B;Ship;4;3;224;3;medium;Female;6;5054;1;Late;Neutral;Occasional;Heavy weight
8849;C;Ship;4;3;263;3;medium;Male;3;4677;0;Ontime;Neutral;Occasional;Medium weight
8850;E;Ship;3;5;203;10;medium;Female;1;4996;0;Ontime;Satisfied;Loyal;Medium weight
8851;D;Ship;4;4;266;7;medium;Male;3;5672;1;Late;Satisfied;Loyal;Heavy weight
8852;E;Ship;6;3;189;3;medium;Female;3;5062;0;Ontime;Neutral;Occasional;Heavy weight
8853;A;Ship;3;1;242;8;medium;Male;4;4943;0;Ontime;Dissatisfied;Loyal;Medium weight
8854;B;Ship;4;2;265;4;medium;Female;10;4575;1;Late;Dissatisfied;Regular;Medium weight
8855;C;Ship;3;1;138;10;low;Female;4;4496;1;Late;Dissatisfied;Loyal;Medium weight
8856;E;Ship;4;3;268;3;low;Female;10;5998;0;Ontime;Neutral;Occasional;Heavy weight
8857;D;Ship;4;1;211;7;high;Male;4;4476;1;Late;Dissatisfied;Loyal;Medium weight
8858;E;Ship;6;4;137;8;low;Female;9;4374;1;Late;Satisfied;Loyal;Medium weight
8859;A;Ship;4;5;234;5;low;Female;3;1469;1;Late;Satisfied;Regular;Light weight
8860;B;Ship;5;1;242;5;low;Female;8;1815;0;Ontime;Dissatisfied;Regular;Light weight
8861;C;Ship;7;1;307;4;low;Male;4;1371;1;Late;Dissatisfied;Regular;Light weight
8862;E;Ship;6;3;260;4;low;Female;1;1775;0;Ontime;Neutral;Regular;Light weight
8863;D;Ship;4;5;239;5;low;Male;6;1336;0;Ontime;Satisfied;Regular;Light weight
8864;E;Ship;6;2;305;4;low;Male;2;1196;0;Ontime;Dissatisfied;Regular;Light weight
8865;A;Ship;5;1;254;6;low;Male;1;1021;0;Ontime;Dissatisfied;Regular;Light weight
8866;B;Ship;2;3;258;5;low;Female;6;1727;0;Ontime;Neutral;Regular;Light weight
8867;C;Ship;5;1;267;6;low;Male;3;1803;0;Ontime;Dissatisfied;Regular;Light weight
8868;E;Ship;4;5;246;5;low;Female;2;1024;1;Late;Satisfied;Regular;Light weight
8869;D;Ship;4;3;246;5;low;Male;5;1395;0;Ontime;Neutral;Regular;Light weight
8870;E;Ship;4;4;261;5;medium;Female;2;1829;0;Ontime;Satisfied;Regular;Light weight
8871;A;Ship;5;3;239;5;low;Male;10;1784;0;Ontime;Neutral;Regular;Light weight
8872;B;Ship;5;5;245;5;low;Male;10;1289;1;Late;Satisfied;Regular;Light weight
8873;C;Ship;5;3;237;5;medium;Female;4;1567;0;Ontime;Neutral;Regular;Light weight
8874;E;Ship;7;1;307;4;low;Male;2;1983;0;Ontime;Dissatisfied;Regular;Light weight
8875;D;Ship;5;1;252;5;low;Male;4;1308;0;Ontime;Dissatisfied;Regular;Light weight
8876;E;Ship;5;4;225;5;low;Female;6;2000;0;Ontime;Satisfied;Regular;Light weight
8877;A;Ship;6;3;281;4;medium;Female;8;1884;0;Ontime;Neutral;Regular;Light weight
8878;B;Ship;6;5;269;4;medium;Female;7;1249;1;Late;Satisfied;Regular;Light weight
8879;C;Road;4;1;271;5;medium;Female;3;1328;0;Ontime;Dissatisfied;Regular;Light weight
8880;E;Road;5;2;239;5;medium;Female;6;1310;1;Late;Dissatisfied;Regular;Light weight
8881;D;Road;7;5;308;4;medium;Male;1;1477;1;Late;Satisfied;Regular;Light weight
8882;E;Road;6;1;256;4;low;Female;7;1372;1;Late;Dissatisfied;Regular;Light weight
8883;A;Road;4;5;251;5;medium;Female;7;1070;1;Late;Satisfied;Regular;Light weight
8884;B;Road;5;3;270;5;medium;Male;9;1764;1;Late;Neutral;Regular;Light weight
8885;C;Road;6;4;289;4;low;Female;1;1656;0;Ontime;Satisfied;Regular;Light weight
8886;E;Road;6;4;253;4;medium;Female;6;1961;0;Ontime;Satisfied;Regular;Light weight
8887;D;Road;7;3;305;4;medium;Female;5;1198;0;Ontime;Neutral;Regular;Light weight
8888;E;Road;3;4;219;6;low;Female;2;1837;0;Ontime;Satisfied;Regular;Light weight
8889;A;Road;4;1;231;5;medium;Female;10;1144;0;Ontime;Dissatisfied;Regular;Light weight
8890;B;Road;6;4;298;4;medium;Female;8;1437;1;Late;Satisfied;Regular;Light weight
8891;C;Road;6;5;282;4;low;Male;4;1035;0;Ontime;Satisfied;Regular;Light weight
8892;E;Road;5;3;240;5;low;Male;4;1389;0;Ontime;Neutral;Regular;Light weight
8893;D;Road;5;2;223;5;medium;Female;6;1883;0;Ontime;Dissatisfied;Regular;Light weight
8894;E;Road;4;1;226;5;low;Male;9;1530;0;Ontime;Dissatisfied;Regular;Light weight
8895;A;Road;5;5;253;5;low;Female;4;1482;0;Ontime;Satisfied;Regular;Light weight
8896;B;Road;6;4;249;4;low;Male;2;1516;0;Ontime;Satisfied;Regular;Light weight
8897;C;Road;6;4;294;4;medium;Male;5;1174;0;Ontime;Satisfied;Regular;Light weight
8898;E;Road;5;1;225;5;low;Male;2;1812;0;Ontime;Dissatisfied;Regular;Light weight
8899;D;Road;6;5;253;4;low;Male;2;1893;1;Late;Satisfied;Regular;Light weight
8900;E;Road;5;1;236;5;medium;Male;10;1961;0;Ontime;Dissatisfied;Regular;Light weight
8901;A;Flight;7;2;284;4;low;Female;1;1085;1;Late;Dissatisfied;Regular;Light weight
8902;B;Flight;5;2;244;5;low;Male;1;1875;1;Late;Dissatisfied;Regular;Light weight
8903;C;Flight;6;3;269;4;low;Female;4;1948;1;Late;Neutral;Regular;Light weight
8904;E;Flight;6;5;308;4;low;Female;7;1078;0;Ontime;Satisfied;Regular;Light weight
8905;D;Flight;6;4;270;4;low;Female;10;1698;0;Ontime;Satisfied;Regular;Light weight
8906;E;Flight;5;3;238;5;low;Male;1;1871;1;Late;Neutral;Regular;Light weight
8907;A;Flight;4;5;295;3;low;Female;2;1693;0;Ontime;Satisfied;Occasional;Light weight
8908;B;Flight;2;2;310;3;low;Male;1;1549;1;Late;Dissatisfied;Occasional;Light weight
8909;C;Flight;6;2;290;4;medium;Male;1;1111;0;Ontime;Dissatisfied;Regular;Light weight
8910;E;Flight;7;2;288;4;high;Male;4;1321;0;Ontime;Dissatisfied;Regular;Light weight
8911;D;Flight;6;5;299;4;low;Male;2;1192;0;Ontime;Satisfied;Regular;Light weight
8912;E;Flight;6;5;243;4;low;Female;6;1898;1;Late;Satisfied;Regular;Light weight
8913;A;Flight;5;3;229;5;low;Female;1;1196;0;Ontime;Neutral;Regular;Light weight
8914;B;Flight;6;2;288;4;medium;Male;9;1405;1;Late;Dissatisfied;Regular;Light weight
8915;C;Flight;6;3;276;4;low;Male;6;1670;1;Late;Neutral;Regular;Light weight
8916;E;Flight;7;4;270;4;medium;Female;5;1735;0;Ontime;Satisfied;Regular;Light weight
8917;D;Flight;4;3;246;5;medium;Male;10;1646;1;Late;Neutral;Regular;Light weight
8918;E;Flight;5;5;269;5;low;Male;5;1742;0;Ontime;Satisfied;Regular;Light weight
8919;A;Flight;5;3;241;5;low;Female;2;1834;1;Late;Neutral;Regular;Light weight
8920;B;Flight;4;4;248;5;medium;Male;2;1651;0;Ontime;Satisfied;Regular;Light weight
8921;C;Flight;6;2;271;4;medium;Male;3;1636;0;Ontime;Dissatisfied;Regular;Light weight
8922;E;Flight;4;5;250;5;medium;Male;6;1662;0;Ontime;Satisfied;Regular;Light weight
8923;D;Ship;5;5;229;5;medium;Male;2;1975;1;Late;Satisfied;Regular;Light weight
8924;E;Ship;7;3;296;4;low;Male;4;1392;0;Ontime;Neutral;Regular;Light weight
